time_ms,Lead_I,Lead_II,Lead_III
7628,0.0504,0.041,-0.0095
7630,0.0351,0.0643,0.0292
7632,0.0469,0.0252,-0.0216
7634,0.0348,0.0573,0.0224
7636,0.0364,0.0667,0.0302
7638,0.0407,0.0442,0.0035
7640,0.0364,0.0319,-0.0046
7642,0.0365,0.0548,0.0182
7644,0.05,0.0348,-0.0151
7646,0.0582,0.0485,-0.0097
7648,0.0515,0.0466,-0.0049
7650,0.048,0.0394,-0.0086
7652,0.0545,0.0301,-0.0243
7654,0.051,0.0287,-0.0224
7656,0.0484,0.0208,-0.0277
7658,0.0592,0.0458,-0.0134
7660,0.046,0.0341,-0.0119
7662,0.0559,0.0371,-0.0188
7664,0.0274,0.0452,0.0178
7666,0.0461,0.0274,-0.0187
7668,0.0563,0.0456,-0.0106
7670,0.0659,0.0498,-0.0161
7672,0.0594,0.0439,-0.0155
7674,0.0231,0.0386,0.0155
7676,0.0621,0.0362,-0.0259
7678,0.0418,0.0654,0.0235
7680,0.0475,0.0297,-0.0178
7682,0.067,0.0248,-0.0422
7684,0.0574,0.0619,0.0045
7686,0.0492,0.0426,-0.0066
7688,0.0549,0.0319,-0.023
7690,0.0423,0.0411,-0.0012
7692,0.0395,0.0428,0.0033
7694,0.0279,0.0391,0.0113
7696,0.0489,0.0513,0.0024
7698,0.0628,0.0317,-0.0311
7700,0.0362,0.0339,-0.0023
7702,0.0441,0.0392,-0.0049
7704,0.0565,0.0453,-0.0111
7706,0.0495,0.0364,-0.0131
7708,0.0554,0.0338,-0.0215
7710,0.0642,0.0496,-0.0146
7712,0.0459,0.0338,-0.0121
7714,0.0704,0.0561,-0.0143
7716,0.0527,0.0431,-0.0097
7718,0.0377,0.0191,-0.0186
7720,0.0521,0.0339,-0.0182
7722,0.0625,0.0468,-0.0157
7724,0.0427,0.0494,0.0067
7726,0.0523,0.0368,-0.0155
7728,0.041,0.0315,-0.0095
7730,0.0524,0.0024,-0.0501
7732,0.0466,0.0356,-0.011
7734,0.0412,0.0781,0.0369
7736,0.0439,0.0387,-0.0052
7738,0.0429,0.0647,0.0218
7740,0.0457,0.0227,-0.0229
7742,0.0408,0.0517,0.0109
7744,0.0496,0.0315,-0.0181
7746,0.0367,0.0339,-0.0028
7748,0.0371,0.059,0.0219
7750,0.0687,0.0435,-0.0253
7752,0.0385,0.0573,0.0188
7754,0.0318,0.055,0.0233
7756,0.0344,0.0382,0.0038
7758,0.0704,0.0336,-0.0369
7760,0.066,0.0477,-0.0183
7762,0.0394,0.0542,0.0148
7764,0.0379,0.0411,0.0031
7766,0.0622,0.0402,-0.0221
7768,0.0462,0.0382,-0.008
7770,0.0358,0.0411,0.0053
7772,0.0546,0.0436,-0.011
7774,0.0383,0.0518,0.0135
7776,0.0562,0.0349,-0.0213
7778,0.0435,0.0464,0.0029
7780,0.0441,0.0392,-0.0049
7782,0.0628,0.0325,-0.0303
7784,0.0275,0.0307,0.0031
7786,0.0668,0.0226,-0.0442
7788,0.0554,0.0312,-0.0241
7790,0.0386,0.0078,-0.0308
7792,0.0389,0.0417,0.0028
7794,0.0721,0.0477,-0.0244
7796,0.0443,0.0412,-0.0031
7798,0.0552,0.0533,-0.0019
7800,0.036,0.0449,0.0089
7802,0.0562,0.0528,-0.0034
7804,0.045,0.0495,0.0045
7806,0.0442,0.035,-0.0091
7808,0.0527,0.034,-0.0187
7810,0.0369,0.0413,0.0044
7812,0.0516,0.0399,-0.0117
7814,0.0325,0.0351,0.0026
7816,0.0554,0.0305,-0.0248
7818,0.0506,0.0573,0.0067
7820,0.0465,0.0208,-0.0257
7822,0.0556,0.0514,-0.0041
7824,0.032,0.0436,0.0116
7826,0.0418,0.0502,0.0084
7828,0.0391,0.0727,0.0336
7830,0.063,0.0401,-0.0229
7832,0.0328,0.0242,-0.0087
7834,0.056,0.053,-0.0031
7836,0.0336,0.0464,0.0128
7838,0.0579,0.0367,-0.0212
7840,0.0591,0.0492,-0.0099
7842,0.046,0.0557,0.0097
7844,0.0433,0.0459,0.0025
7846,0.0348,0.037,0.0022
7848,0.0357,0.0528,0.017
7850,0.0746,0.0563,-0.0183
7852,0.0675,0.0413,-0.0262
7854,0.0423,0.0299,-0.0124
7856,0.0654,0.029,-0.0364
7858,0.0483,0.051,0.0028
7860,0.0509,0.0371,-0.0139
7862,0.0508,0.0512,0.0004
7864,0.0445,0.0359,-0.0086
7866,0.0717,0.0405,-0.0312
7868,0.0496,0.0601,0.0105
7870,0.0498,0.0138,-0.036
7872,0.0554,0.0465,-0.0089
7874,0.0395,0.0367,-0.0028
7876,0.052,0.0652,0.0132
7878,0.0558,0.0381,-0.0178
7880,0.0433,0.0226,-0.0207
7882,0.0505,0.0446,-0.0059
7884,0.0546,0.0454,-0.0092
7886,0.0452,0.0494,0.0042
7888,0.04,0.0305,-0.0094
7890,0.0411,0.0349,-0.0062
7892,0.0568,0.0331,-0.0237
7894,0.0437,0.0404,-0.0033
7896,0.0445,0.0285,-0.016
7898,0.0449,0.0421,-0.0028
7900,0.0491,0.0308,-0.0183
7902,0.0484,0.0517,0.0033
7904,0.0434,0.0631,0.0197
7906,0.056,0.0353,-0.0207
7908,0.0701,0.0302,-0.0399
7910,0.05,0.0403,-0.0098
7912,0.0357,0.0867,0.051
7914,0.0696,0.04,-0.0296
7916,0.0454,0.0443,-0.0011
7918,0.046,0.0502,0.0043
7920,0.0471,0.0341,-0.013
7922,0.0464,0.028,-0.0184
7924,0.0527,0.0369,-0.0158
7926,0.0647,0.0606,-0.004
7928,0.0685,0.0478,-0.0207
7930,0.0383,0.0529,0.0147
7932,0.0516,0.0591,0.0075
7934,0.0538,0.0551,0.0013
7936,0.0488,0.0778,0.0289
7938,0.0466,0.0645,0.0178
7940,0.0336,0.0321,-0.0015
7942,0.0729,0.0437,-0.0293
7944,0.0328,0.0326,-0.0001
7946,0.062,0.0311,-0.0308
7948,0.0445,0.0411,-0.0034
7950,0.0611,0.0406,-0.0205
7952,0.0547,0.0416,-0.0131
7954,0.0502,0.0387,-0.0115
7956,0.0479,0.0616,0.0137
7958,0.0486,0.0498,0.0012
7960,0.0411,0.0595,0.0185
7962,0.0579,0.042,-0.0159
7964,0.064,0.0718,0.0078
7966,0.036,0.0238,-0.0121
7968,0.0704,0.061,-0.0094
7970,0.0312,0.0704,0.0392
7972,0.064,0.0237,-0.0403
7974,0.0495,0.0467,-0.0029
7976,0.0618,0.0406,-0.0213
7978,0.0615,0.0316,-0.0299
7980,0.067,0.0724,0.0054
7982,0.0465,0.0399,-0.0066
7984,0.0425,0.0494,0.0069
7986,0.0647,0.052,-0.0128
7988,0.0688,0.0523,-0.0165
7990,0.064,0.0783,0.0143
7992,0.0729,0.0783,0.0055
7994,0.0656,0.0623,-0.0032
7996,0.0653,0.0771,0.0118
7998,0.0737,0.0973,0.0236
8000,0.0832,0.1021,0.0189
8002,0.0972,0.0938,-0.0034
8004,0.1016,0.1077,0.0061
8006,0.1039,0.1411,0.0371
8008,0.1074,0.1735,0.0661
8010,0.129,0.1825,0.0534
8012,0.1378,0.2095,0.0717
8014,0.1521,0.203,0.0509
8016,0.1717,0.2344,0.0627
8018,0.1828,0.2448,0.062
8020,0.1589,0.258,0.099
8022,0.2055,0.2997,0.0942
8024,0.2142,0.299,0.0847
8026,0.2019,0.3074,0.1055
8028,0.2075,0.3261,0.1186
8030,0.2268,0.3348,0.108
8032,0.235,0.3291,0.0941
8034,0.2401,0.3215,0.0814
8036,0.2493,0.3207,0.0715
8038,0.2311,0.3132,0.0821
8040,0.227,0.3053,0.0784
8042,0.2099,0.2943,0.0843
8044,0.2103,0.2786,0.0682
8046,0.1887,0.2923,0.1037
8048,0.1888,0.2567,0.0679
8050,0.143,0.2203,0.0774
8052,0.1519,0.2202,0.0683
8054,0.1436,0.2023,0.0587
8056,0.1326,0.1896,0.057
8058,0.1255,0.1638,0.0384
8060,0.1101,0.1401,0.03
8062,0.1002,0.1251,0.0249
8064,0.0923,0.1105,0.0182
8066,0.0822,0.0972,0.015
8068,0.0516,0.0868,0.0351
8070,0.0744,0.0532,-0.0212
8072,0.0747,0.1075,0.0328
8074,0.0638,0.0669,0.003
8076,0.0572,0.063,0.0058
8078,0.0578,0.0653,0.0074
8080,0.063,0.0637,0.0007
8082,0.0507,0.0512,0.0005
8084,0.052,0.0184,-0.0337
8086,0.0596,0.0427,-0.0168
8088,0.0361,0.0658,0.0297
8090,0.0469,0.0524,0.0056
8092,0.0353,0.029,-0.0062
8094,0.044,0.0453,0.0013
8096,0.0567,0.0573,0.0006
8098,0.0726,0.062,-0.0106
8100,0.0445,0.0623,0.0178
8102,0.0897,0.113,0.0233
8104,0.1458,0.2213,0.0754
8106,0.2662,0.3647,0.0985
8108,0.4271,0.6347,0.2076
8110,0.6307,0.9807,0.3501
8112,0.8506,1.3112,0.4606
8114,1.0288,1.6172,0.5884
8116,1.1823,1.819,0.6366
8118,1.2108,1.9157,0.7049
8120,1.1477,1.8136,0.6659
8122,1.0054,1.5794,0.574
8124,0.7851,1.25,0.4649
8126,0.5606,0.8573,0.2967
8128,0.3514,0.5398,0.1884
8130,0.1493,0.2431,0.0938
8132,0.0703,0.0753,0.0049
8134,-0.0105,-0.0525,-0.042
8136,-0.0087,-0.0869,-0.0783
8138,-0.0515,-0.0789,-0.0274
8140,-0.0178,-0.0688,-0.051
8142,-0.0185,-0.0244,-0.0058
8144,0.0272,-0.012,-0.0392
8146,0.0507,0.0352,-0.0155
8148,0.0807,0.0627,-0.0179
8150,0.0748,0.0519,-0.0229
8152,0.0554,0.0711,0.0157
8154,0.0761,0.0923,0.0162
8156,0.0951,0.0922,-0.0029
8158,0.0658,0.0844,0.0187
8160,0.0823,0.0994,0.0171
8162,0.0921,0.0976,0.0056
8164,0.0897,0.1215,0.0317
8166,0.0749,0.1405,0.0656
8168,0.0967,0.132,0.0353
8170,0.0983,0.1149,0.0166
8172,0.0956,0.1346,0.039
8174,0.1082,0.138,0.0298
8176,0.1299,0.1168,-0.0131
8178,0.1149,0.1535,0.0386
8180,0.1141,0.1747,0.0606
8182,0.1303,0.1508,0.0205
8184,0.1362,0.19,0.0538
8186,0.1128,0.151,0.0383
8188,0.1392,0.1772,0.038
8190,0.1316,0.195,0.0634
8192,0.1374,0.1922,0.0547
8194,0.1479,0.2106,0.0628
8196,0.1503,0.2332,0.0829
8198,0.1684,0.238,0.0696
8200,0.1529,0.2244,0.0714
8202,0.1791,0.2531,0.074
8204,0.1822,0.2377,0.0555
8206,0.199,0.2676,0.0686
8208,0.1708,0.2788,0.108
8210,0.1888,0.2787,0.0899
8212,0.2125,0.2999,0.0874
8214,0.2277,0.3258,0.0981
8216,0.2372,0.3284,0.0913
8218,0.2468,0.3479,0.1011
8220,0.2533,0.36,0.1067
8222,0.254,0.3642,0.1102
8224,0.2561,0.393,0.1368
8226,0.2884,0.3967,0.1083
8228,0.2866,0.416,0.1295
8230,0.282,0.4453,0.1633
8232,0.2867,0.4306,0.1439
8234,0.2903,0.4251,0.1347
8236,0.2881,0.4459,0.1578
8238,0.3193,0.4596,0.1403
8240,0.3205,0.4592,0.1387
8242,0.3607,0.4787,0.118
8244,0.3437,0.4816,0.1379
8246,0.3402,0.4908,0.1506
8248,0.3308,0.478,0.1472
8250,0.3416,0.4949,0.1533
8252,0.3503,0.5027,0.1525
8254,0.3298,0.4768,0.147
8256,0.322,0.4855,0.1635
8258,0.324,0.4785,0.1546
8260,0.3295,0.4864,0.1569
8262,0.2954,0.4837,0.1883
8264,0.3227,0.4629,0.1402
8266,0.2823,0.4687,0.1864
8268,0.2682,0.4458,0.1776
8270,0.2967,0.4473,0.1506
8272,0.2882,0.4396,0.1514
8274,0.2664,0.4188,0.1524
8276,0.2716,0.416,0.1444
8278,0.2603,0.3926,0.1322
8280,0.2686,0.3741,0.1055
8282,0.2451,0.3542,0.109
8284,0.2352,0.3585,0.1233
8286,0.2414,0.3723,0.1309
8288,0.2128,0.3315,0.1187
8290,0.1905,0.2917,0.1012
8292,0.1994,0.2911,0.0917
8294,0.1964,0.2881,0.0917
8296,0.1875,0.2307,0.0433
8298,0.1765,0.2219,0.0455
8300,0.1645,0.2119,0.0474
8302,0.1524,0.2124,0.06
8304,0.1453,0.1875,0.0421
8306,0.1209,0.1988,0.0779
8308,0.1299,0.1773,0.0474
8310,0.1094,0.1563,0.0469
8312,0.1126,0.1386,0.0259
8314,0.1216,0.1578,0.0362
8316,0.095,0.1243,0.0292
8318,0.1092,0.1109,0.0016
8320,0.1146,0.1153,0.0007
8322,0.0636,0.1317,0.0682
8324,0.0999,0.0903,-0.0096
8326,0.076,0.1033,0.0273
8328,0.0872,0.0857,-0.0015
8330,0.0612,0.0866,0.0254
8332,0.0905,0.0832,-0.0073
8334,0.0745,0.0548,-0.0197
8336,0.0605,0.0694,0.0089
8338,0.0804,0.0524,-0.028
8340,0.0484,0.0723,0.0239
8342,0.0673,0.0578,-0.0095
8344,0.0588,0.0807,0.0219
8346,0.0623,0.0598,-0.0025
8348,0.0636,0.0709,0.0073
8350,0.0482,0.0748,0.0267
8352,0.0479,0.0392,-0.0086
8354,0.0638,0.0376,-0.0261
8356,0.0446,0.0573,0.0127
8358,0.0263,0.0657,0.0394
8360,0.04,0.0635,0.0234
8362,0.0409,0.0346,-0.0064
8364,0.0689,0.0588,-0.0101
8366,0.0457,0.0657,0.0201
8368,0.0504,0.0433,-0.0071
8370,0.0291,0.0244,-0.0047
8372,0.0349,0.0391,0.0042
8374,0.0453,0.0556,0.0102
8376,0.0566,0.0321,-0.0245
8378,0.0579,0.0495,-0.0084
8380,0.0415,0.0334,-0.008
8382,0.0491,0.0349,-0.0142
8384,0.0415,0.0411,-0.0003
8386,0.0459,0.0219,-0.024
8388,0.0632,0.0583,-0.005
8390,0.0427,0.0562,0.0134
8392,0.051,0.0154,-0.0356
8394,0.0312,0.0456,0.0144
8396,0.0387,0.0336,-0.0051
8398,0.037,0.0648,0.0278
8400,0.0618,0.0461,-0.0157
8402,0.041,0.0503,0.0094
8404,0.0463,0.0512,0.0049
8406,0.0607,0.0302,-0.0306
8408,0.0605,0.054,-0.0065
8410,0.0487,0.0558,0.0071
8412,0.0446,0.0471,0.0025
8414,0.0285,0.0517,0.0231
8416,0.0501,0.0504,0.0003
8418,0.0544,0.0538,-0.0006
8420,0.0575,0.0325,-0.025
8422,0.0602,0.073,0.0128
8424,0.0318,0.0467,0.015
8426,0.0387,0.0424,0.0036
8428,0.0522,0.0258,-0.0264
8430,0.0653,0.0282,-0.0371
8432,0.0262,0.0379,0.0117
8434,0.0338,0.0373,0.0035
8436,0.0598,0.0607,0.0008
8438,0.041,0.0312,-0.0099
8440,0.0391,0.0482,0.0091
8442,0.0584,0.0348,-0.0236
8444,0.0613,0.0496,-0.0116
8446,0.0288,0.0348,0.006
8448,0.0489,0.0464,-0.0025
8450,0.0234,0.051,0.0276
8452,0.0551,0.0261,-0.029
8454,0.0423,0.0536,0.0113
8456,0.0468,0.0676,0.0208
8458,0.0506,0.0431,-0.0075
8460,0.0427,0.0433,0.0007
8462,0.0584,0.0445,-0.014
8464,0.0279,0.0471,0.0192
8466,0.0655,0.0437,-0.0219
8468,0.0458,0.0275,-0.0183
8470,0.0348,0.0496,0.0149
8472,0.0389,0.074,0.0351
8474,0.0697,0.0184,-0.0513
8476,0.0466,0.0159,-0.0307
8478,0.0468,0.0338,-0.0129
8480,0.0318,0.0484,0.0166
8482,0.0367,0.0476,0.0108
8484,0.0369,0.055,0.0182
8486,0.0262,0.0492,0.023
8488,0.0415,0.0637,0.0222
8490,0.0271,0.0469,0.0197
8492,0.0494,0.0523,0.003
8494,0.0434,0.0629,0.0195
8496,0.0534,0.0361,-0.0173
8498,0.0406,0.0397,-0.0009
8500,0.0253,0.0458,0.0206
8502,0.0437,0.0358,-0.0079
8504,0.0307,0.0603,0.0295
8506,0.0349,0.0335,-0.0014
8508,0.0675,0.034,-0.0335
8510,0.0633,0.0355,-0.0277
8512,0.0328,0.0318,-0.001
8514,0.0713,0.058,-0.0133
8516,0.0618,0.0203,-0.0415
8518,0.0329,0.0596,0.0267
8520,0.0355,0.0381,0.0026
8522,0.0521,0.0273,-0.0248
8524,0.0371,0.0246,-0.0125
8526,0.0412,0.0408,-0.0004
8528,0.0383,0.0719,0.0336
8530,0.0545,0.0256,-0.0289
8532,0.0266,0.045,0.0184
8534,0.0351,0.0426,0.0074
8536,0.0465,0.0481,0.0017
8538,0.0353,0.0336,-0.0017
8540,0.0237,0.0506,0.0269
8542,0.0417,0.0612,0.0195
8544,0.0461,0.0537,0.0076
8546,0.0408,0.0366,-0.0042
8548,0.0424,0.0321,-0.0103
8550,0.0583,0.0346,-0.0236
8552,0.0715,0.0501,-0.0214
8554,0.059,0.0356,-0.0234
8556,0.0583,0.0366,-0.0217
8558,0.0462,0.0493,0.0031
8560,0.0467,0.035,-0.0117
8562,0.0417,0.0396,-0.0021
8564,0.0467,0.0409,-0.0059
8566,0.0422,0.0529,0.0107
8568,0.0535,0.0309,-0.0226
8570,0.0545,0.0345,-0.02
8572,0.0698,0.0575,-0.0123
8574,0.0256,0.0438,0.0181
8576,0.0506,0.0597,0.0091
8578,0.0515,0.0481,-0.0034
8580,0.0315,0.0471,0.0156
8582,0.0548,0.0573,0.0026
8584,0.0476,0.0402,-0.0074
8586,0.0657,0.0226,-0.043
8588,0.0481,0.0177,-0.0304
8590,0.0607,0.0309,-0.0298
8592,0.0378,0.0465,0.0087
8594,0.0552,0.0341,-0.0211
8596,0.0659,0.0341,-0.0318
8598,0.0396,0.0437,0.004
8600,0.0279,0.0631,0.0353
8602,0.0317,0.0473,0.0155
8604,0.0533,0.0431,-0.0102
8606,0.0349,0.0311,-0.0038
8608,0.0422,0.0357,-0.0066
8610,0.0285,0.0602,0.0317
8612,0.0637,0.0444,-0.0193
8614,0.0623,0.0464,-0.0159
8616,0.0642,0.0386,-0.0256
8618,0.0289,0.0424,0.0135
8620,0.0273,0.0447,0.0174
8622,0.0612,0.0502,-0.011
8624,0.0532,0.0495,-0.0036
8626,0.0464,0.0396,-0.0068
8628,0.0456,0.0235,-0.022
8630,0.0513,0.0293,-0.022
8632,0.0532,0.0288,-0.0244
8634,0.034,0.0391,0.0051
8636,0.0715,0.0462,-0.0253
8638,0.0308,0.0307,-0.0002
8640,0.0198,0.0528,0.033
8642,0.0343,0.0451,0.0108
8644,0.016,0.0372,0.0212
8646,0.0555,0.0581,0.0026
8648,0.0402,0.0504,0.0101
8650,0.0519,0.0687,0.0167
8652,0.058,0.0355,-0.0225
8654,0.0627,0.0533,-0.0094
8656,0.0434,0.0648,0.0214
8658,0.0408,0.0638,0.0229
8660,0.0383,0.0349,-0.0034
8662,0.0408,0.0158,-0.0249
8664,0.0478,0.0446,-0.0032
8666,0.0432,0.0357,-0.0075
8668,0.0672,0.0558,-0.0114
8670,0.062,0.0529,-0.0092
8672,0.0285,0.0735,0.045
8674,0.0301,0.0455,0.0154
8676,0.0668,0.038,-0.0288
8678,0.0363,0.052,0.0157
8680,0.0516,0.0439,-0.0078
8682,0.0574,0.0442,-0.0132
8684,0.0467,0.058,0.0113
8686,0.062,0.063,0.0009
8688,0.0413,0.0244,-0.0168
8690,0.0631,0.0438,-0.0192
8692,0.0355,0.0668,0.0313
8694,0.0476,0.045,-0.0027
8696,0.0369,0.0299,-0.0069
8698,0.0591,0.0658,0.0067
8700,0.0461,0.0445,-0.0017
8702,0.0698,0.0658,-0.004
8704,0.0639,0.0356,-0.0282
8706,0.0548,0.0246,-0.0303
8708,0.0549,0.0483,-0.0065
8710,0.0459,0.0446,-0.0014
8712,0.0352,0.0422,0.0071
8714,0.0527,0.0109,-0.0418
8716,0.0401,0.0285,-0.0116
8718,0.0536,0.034,-0.0196
8720,0.0292,0.0419,0.0127
8722,0.0422,0.0526,0.0103
8724,0.0355,0.0591,0.0236
8726,0.0526,0.0413,-0.0113
8728,0.0221,0.0478,0.0258
8730,0.0488,0.0322,-0.0166
8732,0.061,0.0388,-0.0222
8734,0.0518,0.0292,-0.0226
8736,0.0426,0.022,-0.0206
8738,0.0313,0.033,0.0016
8740,0.0305,0.0342,0.0038
8742,0.0417,0.0522,0.0105
8744,0.0527,0.0544,0.0017
8746,0.043,0.0476,0.0046
8748,0.037,0.042,0.0049
8750,0.0511,0.0417,-0.0094
8752,0.0308,0.0327,0.0019
8754,0.0404,0.046,0.0057
8756,0.0439,0.0435,-0.0003
8758,0.0449,0.0534,0.0085
8760,0.0487,0.042,-0.0067
8762,0.0445,0.0631,0.0186
8764,0.0478,0.0394,-0.0084
8766,0.0604,0.0411,-0.0193
8768,0.0483,0.0381,-0.0103
8770,0.0349,0.0236,-0.0113
8772,0.0448,0.0269,-0.0179
8774,0.0474,0.0214,-0.026
8776,0.0313,0.0394,0.0081
8778,0.0355,0.0793,0.0438
8780,0.0631,0.0327,-0.0304
8782,0.0576,0.0436,-0.014
8784,0.0437,0.0499,0.0062
8786,0.0285,0.0398,0.0114
8788,0.0526,0.0291,-0.0235
8790,0.0445,0.0552,0.0108
8792,0.0808,0.0825,0.0017
8794,0.0714,0.0749,0.0035
8796,0.07,0.0727,0.0027
8798,0.0623,0.0854,0.0231
8800,0.0862,0.1066,0.0204
8802,0.0737,0.0976,0.0239
8804,0.0994,0.1066,0.0072
8806,0.1165,0.1106,-0.0059
8808,0.1161,0.146,0.0299
8810,0.1082,0.156,0.0478
8812,0.1466,0.1867,0.0401
8814,0.1147,0.2209,0.1063
8816,0.1743,0.1971,0.0228
8818,0.1717,0.2305,0.0588
8820,0.1779,0.2639,0.0861
8822,0.1695,0.2906,0.1212
8824,0.1944,0.3022,0.1078
8826,0.1881,0.3058,0.1176
8828,0.218,0.3357,0.1177
8830,0.2132,0.3134,0.1002
8832,0.2333,0.3473,0.1139
8834,0.2145,0.3404,0.1259
8836,0.2313,0.3357,0.1044
8838,0.2126,0.3313,0.1187
8840,0.2177,0.2988,0.0812
8842,0.2326,0.31,0.0775
8844,0.1839,0.2766,0.0928
8846,0.1923,0.2854,0.093
8848,0.1686,0.2453,0.0768
8850,0.1506,0.223,0.0724
8852,0.1413,0.2112,0.0699
8854,0.1377,0.1931,0.0554
8856,0.138,0.1768,0.0388
8858,0.1273,0.1496,0.0223
8860,0.1077,0.1176,0.0099
8862,0.0983,0.105,0.0067
8864,0.0884,0.1174,0.029
8866,0.0851,0.0982,0.0131
8868,0.07,0.1003,0.0303
8870,0.0659,0.0911,0.0252
8872,0.0728,0.0464,-0.0264
8874,0.0354,0.0614,0.026
8876,0.0581,0.0573,-0.0008
8878,0.0544,0.0253,-0.0291
8880,0.0524,0.0691,0.0167
8882,0.0638,0.0429,-0.0209
8884,0.0575,0.0486,-0.0089
8886,0.0481,0.0348,-0.0133
8888,0.0374,0.0347,-0.0027
8890,0.0447,0.0532,0.0085
8892,0.043,0.0413,-0.0018
8894,0.0559,0.0282,-0.0278
8896,0.0507,0.022,-0.0287
8898,0.0348,0.0426,0.0078
8900,0.0549,0.0382,-0.0167
8902,0.0699,0.0865,0.0166
8904,0.1246,0.1782,0.0536
8906,0.1958,0.3014,0.1056
8908,0.3568,0.5337,0.177
8910,0.5475,0.8397,0.2922
8912,0.753,1.1785,0.4255
8914,0.9617,1.5165,0.5547
8916,1.1207,1.7671,0.6464
8918,1.1923,1.8915,0.6992
8920,1.1639,1.854,0.6901
8922,1.0708,1.6422,0.5715
8924,0.8637,1.3728,0.5091
8926,0.6283,1.0039,0.3756
8928,0.4244,0.6396,0.2152
8930,0.203,0.3322,0.1291
8932,0.084,0.1103,0.0264
8934,0.0091,-0.018,-0.0271
8936,-0.0403,-0.0695,-0.0292
8938,-0.0496,-0.1022,-0.0526
8940,-0.017,-0.0865,-0.0695
8942,-0.0002,-0.0319,-0.0317
8944,0.0049,-0.0324,-0.0373
8946,0.0169,0.0029,-0.014
8948,0.0323,0.049,0.0167
8950,0.0609,0.0486,-0.0123
8952,0.0698,0.0738,0.004
8954,0.0725,0.0937,0.0213
8956,0.0646,0.0716,0.0071
8958,0.0823,0.0668,-0.0154
8960,0.0651,0.0837,0.0186
8962,0.0929,0.0861,-0.0068
8964,0.076,0.0979,0.0219
8966,0.0707,0.1134,0.0427
8968,0.0815,0.1332,0.0517
8970,0.0956,0.1285,0.033
8972,0.085,0.1182,0.0332
8974,0.0861,0.1622,0.0761
8976,0.088,0.1289,0.0409
8978,0.1129,0.1271,0.0142
8980,0.1085,0.142,0.0335
8982,0.1085,0.1509,0.0423
8984,0.1134,0.18,0.0666
8986,0.1357,0.1659,0.0302
8988,0.1132,0.1882,0.075
8990,0.1417,0.1897,0.0481
8992,0.1404,0.191,0.0506
8994,0.1369,0.18,0.0431
8996,0.1279,0.1942,0.0663
8998,0.1531,0.1885,0.0354
9000,0.1545,0.2323,0.0778
9002,0.1727,0.2387,0.066
9004,0.1653,0.2351,0.0698
9006,0.1752,0.2749,0.0997
9008,0.1898,0.3001,0.1103
9010,0.2128,0.2594,0.0466
9012,0.2003,0.3062,0.106
9014,0.1741,0.2811,0.107
9016,0.2125,0.3352,0.1227
9018,0.2045,0.3486,0.1441
9020,0.2278,0.3467,0.1189
9022,0.2567,0.3501,0.0935
9024,0.2574,0.3712,0.1137
9026,0.2616,0.3836,0.1221
9028,0.2642,0.3827,0.1185
9030,0.2925,0.3986,0.1061
9032,0.2753,0.4266,0.1514
9034,0.2809,0.4216,0.1407
9036,0.3019,0.4298,0.1279
9038,0.3063,0.4646,0.1583
9040,0.3225,0.4597,0.1373
9042,0.2977,0.4486,0.1509
9044,0.3299,0.4637,0.1338
9046,0.3108,0.4543,0.1436
9048,0.3153,0.4826,0.1673
9050,0.332,0.4795,0.1476
9052,0.3247,0.4809,0.1562
9054,0.3116,0.4987,0.1871
9056,0.3217,0.4851,0.1635
9058,0.3296,0.5015,0.1719
9060,0.3179,0.4927,0.1749
9062,0.2876,0.4693,0.1817
9064,0.3106,0.464,0.1534
9066,0.29,0.484,0.1939
9068,0.3067,0.4355,0.1288
9070,0.2868,0.4376,0.1508
9072,0.268,0.422,0.1539
9074,0.2437,0.4005,0.1567
9076,0.2946,0.3998,0.1052
9078,0.2583,0.392,0.1336
9080,0.2481,0.3718,0.1237
9082,0.232,0.3555,0.1236
9084,0.2351,0.3369,0.1018
9086,0.2139,0.3352,0.1213
9088,0.2178,0.3151,0.0973
9090,0.1829,0.2937,0.1108
9092,0.1915,0.2705,0.0791
9094,0.1899,0.2645,0.0746
9096,0.1631,0.2365,0.0734
9098,0.1691,0.2326,0.0634
9100,0.177,0.2238,0.0468
9102,0.1393,0.2168,0.0774
9104,0.1329,0.2083,0.0754
9106,0.1391,0.1844,0.0453
9108,0.125,0.1711,0.0461
9110,0.1089,0.1672,0.0583
9112,0.1087,0.1439,0.0352
9114,0.0675,0.1415,0.0741
9116,0.0794,0.1072,0.0278
9118,0.0854,0.0963,0.0109
9120,0.093,0.0991,0.006
9122,0.055,0.1135,0.0586
9124,0.0793,0.0723,-0.0069
9126,0.0582,0.0788,0.0207
9128,0.0702,0.0767,0.0064
9130,0.0597,0.0755,0.0158
9132,0.078,0.0505,-0.0275
9134,0.0586,0.0517,-0.0068
9136,0.049,0.0613,0.0123
9138,0.0654,0.068,0.0026
9140,0.0558,0.0474,-0.0083
9142,0.0502,0.0561,0.006
9144,0.0301,0.0437,0.0137
9146,0.0496,0.0493,-0.0002
9148,0.0517,0.0526,0.001
9150,0.0521,0.0451,-0.0069
9152,0.0639,0.0377,-0.0262
9154,0.0424,0.0532,0.0109
9156,0.0309,0.0459,0.015
9158,0.0156,0.0407,0.0251
9160,0.0286,0.0462,0.0176
9162,0.0471,0.0685,0.0214
9164,0.0441,0.0333,-0.0107
9166,0.0384,0.0169,-0.0214
